id,name,age,nationality,birth_date,hometown,race_started,race_entried,wins,podiums,pole_positions,fastest_laps,race_win_percentage,podium_percentage,driverdb_score
keita-sawa,澤 圭太,46,日本,1976/8/16,千葉,209,210,21,79,11,4,10,37.8,1704
